Date,Entity,Account Type,Account Group,Local Currency Balance,FX Rate,EUR Balance
2022-04-01,WhaleCare PH,Equity,Share Capital,69788.4,0.9404,65629.01
2022-04-01,SummonStorm BR,Asset,Cash,97804.35,0.862,84307.35
2022-04-01,SummonStorm BR,Asset,Accounts Receivable,78120.57,1.2384,96744.51
2022-04-01,SummonStorm BR,Asset,Prepaid Expenses,127628.1,1.0541,134532.78
2022-04-01,SummonStorm BR,Asset,PPE,122285.31,1.0804,132117.05
2022-04-01,SummonStorm BR,Liability,Accounts Payable,81807.19,1.2024,98364.97
2022-04-01,SummonStorm BR,Liability,Deferred Revenue,145326.39,0.8943,129965.39
2022-04-01,SummonStorm BR,Liability,Accrued Expenses,101908.32,0.8736,89027.11
2022-04-01,SummonStorm BR,Equity,Retained Earnings,109917.67,0.8418,92528.69
2022-04-01,SummonStorm BR,Equity,Share Capital,80132.73,0.9813,78634.25
2022-05-01,Tapstorm SG,Asset,Cash,77894.57,0.9225,71857.74
2022-05-01,Tapstorm SG,Asset,Accounts Receivable,145993.76,1.2166,177616.01
2022-05-01,Tapstorm SG,Asset,Prepaid Expenses,103479.13,1.0191,105455.58
2022-05-01,Tapstorm SG,Asset,PPE,106814.52,1.1877,126863.61
2022-05-01,Tapstorm SG,Liability,Accounts Payable,84656.88,1.2915,109334.36
2022-05-01,Tapstorm SG,Liability,Deferred Revenue,108183.1,1.0991,118904.05
2022-05-01,Tapstorm SG,Liability,Accrued Expenses,100536.72,1.0194,102487.13
2022-05-01,Tapstorm SG,Equity,Retained Earnings,99457.53,0.843,83842.7
2022-05-01,Tapstorm SG,Equity,Share Capital,149518.98,1.0621,158804.11
2022-05-01,TapForge CN,Asset,Cash,104012.56,0.9425,98031.84
2022-05-01,TapForge CN,Asset,Accounts Receivable,66038.98,0.9563,63153.08
2022-05-01,TapForge CN,Asset,Prepaid Expenses,114946.7,1.2494,143614.41
2022-05-01,TapForge CN,Asset,PPE,88957.41,0.9469,84233.77
2022-05-01,TapForge CN,Liability,Accounts Payable,69581.35,0.8762,60967.18
2022-05-01,TapForge CN,Liability,Deferred Revenue,78550.92,1.2522,98361.46
2022-05-01,TapForge CN,Liability,Accrued Expenses,132693.19,1.2973,172142.88
2022-05-01,TapForge CN,Equity,Retained Earnings,69163.98,0.9667,66860.82
2022-05-01,TapForge CN,Equity,Share Capital,70670.11,1.2808,90514.28
2022-05-01,WhaleCare PH,Asset,Cash,101884.12,0.9055,92256.07
2022-05-01,WhaleCare PH,Asset,Accounts Receivable,90155.01,0.8574,77298.91
2022-05-01,WhaleCare PH,Asset,Prepaid Expenses,70584.17,0.9192,64880.97
2022-05-01,WhaleCare PH,Asset,PPE,127596.83,1.0529,134346.7
2022-05-01,WhaleCare PH,Liability,Accounts Payable,87332.28,1.2972,113287.43
2022-05-01,WhaleCare PH,Liability,Deferred Revenue,61148.86,1.2985,79401.79
2022-05-01,WhaleCare PH,Liability,Accrued Expenses,108960.27,0.9622,104841.57
2022-05-01,WhaleCare PH,Equity,Retained Earnings,124434.91,1.2442,154821.92
2022-05-01,WhaleCare PH,Equity,Share Capital,114108.55,1.2245,139725.92
2022-05-01,SummonStorm BR,Asset,Cash,119747.77,1.2078,144631.36
2022-05-01,SummonStorm BR,Asset,Accounts Receivable,119247.91,1.1724,139806.25
2022-05-01,SummonStorm BR,Asset,Prepaid Expenses,91974.45,1.1673,107361.78
2022-05-01,SummonStorm BR,Asset,PPE,86080.86,1.2449,107162.06
2022-05-01,SummonStorm BR,Liability,Accounts Payable,79853.26,1.2124,96814.09
2022-05-01,SummonStorm BR,Liability,Deferred Revenue,99793.15,1.2059,120340.56
2022-05-01,SummonStorm BR,Liability,Accrued Expenses,50924.99,1.1406,58085.04
2022-05-01,SummonStorm BR,Equity,Retained Earnings,65349.96,0.8799,57501.43
2022-05-01,SummonStorm BR,Equity,Share Capital,139855.25,1.2757,178413.34
2022-06-01,Tapstorm SG,Asset,Cash,126904.67,0.9195,116688.84
2022-06-01,Tapstorm SG,Asset,Accounts Receivable,104649.95,1.2856,134537.98
2022-06-01,Tapstorm SG,Asset,Prepaid Expenses,145831.3,1.0859,158358.21
2022-06-01,Tapstorm SG,Asset,PPE,111471.03,0.8365,93245.52
2022-06-01,Tapstorm SG,Liability,Accounts Payable,100826.51,0.8316,83847.33
2022-06-01,Tapstorm SG,Liability,Deferred Revenue,59377.08,0.9512,56479.48
2022-06-01,Tapstorm SG,Liability,Accrued Expenses,91675.25,1.1907,109157.72
2022-06-01,Tapstorm SG,Equity,Retained Earnings,129378.53,0.8513,110139.94
2022-06-01,Tapstorm SG,Equity,Share Capital,116811.34,1.2263,143245.75
2022-06-01,TapForge CN,Asset,Cash,158722.13,1.0486,166436.03
2022-06-01,TapForge CN,Asset,Accounts Receivable,100722.73,1.294,130335.21
2022-06-01,TapForge CN,Asset,Prepaid Expenses,23218.84,0.9589,22264.55
2022-06-01,TapForge CN,Asset,PPE,111545.55,0.8817,98349.71
2022-06-01,TapForge CN,Liability,Accounts Payable,26534.2,0.95,25207.49
2022-06-01,TapForge CN,Liability,Deferred Revenue,85634.7,1.2593,107839.78
2022-06-01,TapForge CN,Liability,Accrued Expenses,126797.44,0.9045,114688.28
2022-06-01,TapForge CN,Equity,Retained Earnings,150516.06,1.2779,192344.47
2022-06-01,TapForge CN,Equity,Share Capital,68958.84,1.0906,75206.51
2022-06-01,WhaleCare PH,Asset,Cash,111963.07,0.8349,93477.97
2022-06-01,WhaleCare PH,Asset,Accounts Receivable,147269.71,1.2335,181657.19
2022-06-01,WhaleCare PH,Asset,Prepaid Expenses,102887.85,1.1313,116397.02
2022-06-01,WhaleCare PH,Asset,PPE,81524.38,0.9848,80285.21
2022-06-01,WhaleCare PH,Liability,Accounts Payable,155408.71,1.0195,158439.18
2022-06-01,WhaleCare PH,Liability,Deferred Revenue,129756.8,1.171,151945.21
2022-06-01,WhaleCare PH,Liability,Accrued Expenses,102001.12,1.0447,106560.57
2022-06-01,WhaleCare PH,Equity,Retained Earnings,54136.13,0.8444,45712.55
2022-06-01,WhaleCare PH,Equity,Share Capital,89309.55,1.14,101812.89
2022-06-01,SummonStorm BR,Asset,Cash,78096.8,1.2058,94169.12
2022-06-01,SummonStorm BR,Asset,Accounts Receivable,48463.81,0.817,39594.93
2022-06-01,SummonStorm BR,Asset,Prepaid Expenses,140479.71,1.0737,150833.06
2022-06-01,SummonStorm BR,Asset,PPE,117194.24,1.023,119889.71
2022-06-01,SummonStorm BR,Liability,Accounts Payable,78703.29,1.137,89485.64
2022-06-01,SummonStorm BR,Liability,Deferred Revenue,82448.63,0.915,75440.5
2022-06-01,SummonStorm BR,Liability,Accrued Expenses,86250.43,1.0411,89795.32
2022-06-01,SummonStorm BR,Equity,Retained Earnings,70046.31,0.8986,62943.61
2022-06-01,SummonStorm BR,Equity,Share Capital,185419.95,1.0922,202515.67
2022-07-01,Tapstorm SG,Asset,Cash,78521.13,1.12,87943.67
2022-07-01,Tapstorm SG,Asset,Accounts Receivable,90335.65,1.1754,106180.52
2022-07-01,Tapstorm SG,Asset,Prepaid Expenses,79365.49,1.0075,79960.73
2022-07-01,Tapstorm SG,Asset,PPE,46228.61,1.1419,52788.45
2022-07-01,Tapstorm SG,Liability,Accounts Payable,63023.94,1.0282,64801.22
2022-07-01,Tapstorm SG,Liability,Deferred Revenue,131792.64,1.1862,156332.43
2022-07-01,Tapstorm SG,Liability,Accrued Expenses,90221.43,0.8374,75551.43
2022-07-01,Tapstorm SG,Equity,Retained Earnings,112437.4,0.8739,98259.04
2022-07-01,Tapstorm SG,Equity,Share Capital,113706.25,0.9501,108032.31
2022-07-01,TapForge CN,Asset,Cash,113783.4,0.969,110256.11
2022-07-01,TapForge CN,Asset,Accounts Receivable,79186.99,1.1776,93250.6
2022-07-01,TapForge CN,Asset,Prepaid Expenses,150684.19,1.1004,165812.88
2022-07-01,TapForge CN,Asset,PPE,127635.74,1.1684,149129.6
2022-07-01,TapForge CN,Liability,Accounts Payable,114284.62,0.9561,109267.53
2022-07-01,TapForge CN,Liability,Deferred Revenue,107532.93,0.882,94844.04
2022-07-01,TapForge CN,Liability,Accrued Expenses,58676.31,1.0049,58963.82
2022-07-01,TapForge CN,Equity,Retained Earnings,124883.22,1.2649,157964.78
2022-07-01,TapForge CN,Equity,Share Capital,96041.1,0.946,90854.88
2022-07-01,WhaleCare PH,Asset,Cash,75693.29,0.8102,61326.7
2022-07-01,WhaleCare PH,Asset,Accounts Receivable,69366.51,1.1515,79875.54
2022-07-01,WhaleCare PH,Asset,Prepaid Expenses,129474.86,1.0735,138991.26
2022-07-01,WhaleCare PH,Asset,PPE,58104.42,0.909,52816.92
2022-07-01,WhaleCare PH,Liability,Accounts Payable,88019.1,0.9186,80854.35
2022-07-01,WhaleCare PH,Liability,Deferred Revenue,104800.11,1.0866,113875.8
2022-07-01,WhaleCare PH,Liability,Accrued Expenses,95561.62,1.0456,99919.23
2022-07-01,WhaleCare PH,Equity,Retained Earnings,112494.7,1.0061,113180.92
2022-07-01,WhaleCare PH,Equity,Share Capital,135239.45,0.9243,125001.82
2022-07-01,SummonStorm BR,Asset,Cash,118560.24,0.8019,95073.46
2022-07-01,SummonStorm BR,Asset,Accounts Receivable,101939.96,0.914,93173.12
2022-07-01,SummonStorm BR,Asset,Prepaid Expenses,86610.09,1.1507,99662.23
2022-07-01,SummonStorm BR,Asset,PPE,56995.3,1.286,73295.96
2022-07-01,SummonStorm BR,Liability,Accounts Payable,98074.68,1.0252,100546.16
2022-07-01,SummonStorm BR,Liability,Deferred Revenue,88758.52,1.012,89823.62
2022-07-01,SummonStorm BR,Liability,Accrued Expenses,115844.87,0.9152,106021.23
2022-07-01,SummonStorm BR,Equity,Retained Earnings,95918.57,1.1823,113404.53
2022-07-01,SummonStorm BR,Equity,Share Capital,131188.01,0.8001,104963.53
2022-08-01,Tapstorm SG,Asset,Cash,86793.34,0.852,73947.93
2022-08-01,Tapstorm SG,Asset,Accounts Receivable,83214.15,1.1947,99415.95
2022-08-01,Tapstorm SG,Asset,Prepaid Expenses,112686.83,1.0577,119188.86
2022-08-01,Tapstorm SG,Asset,PPE,103225.32,1.0262,105929.82
2022-08-01,Tapstorm SG,Liability,Accounts Payable,111395.44,0.922,102706.6
2022-08-01,Tapstorm SG,Liability,Deferred Revenue,96045.76,1.0321,99128.83
2022-08-01,Tapstorm SG,Liability,Accrued Expenses,100781.87,1.0939,110245.29
2022-08-01,Tapstorm SG,Equity,Retained Earnings,91107.08,1.2538,114230.06
2022-08-01,Tapstorm SG,Equity,Share Capital,103986.68,0.8727,90749.18
2022-08-01,TapForge CN,Asset,Cash,137086.89,1.0026,137443.32
2022-08-01,TapForge CN,Asset,Accounts Receivable,84725.1,1.1556,97908.33
2022-08-01,TapForge CN,Asset,Prepaid Expenses,81817.55,0.9076,74257.61
2022-08-01,TapForge CN,Asset,PPE,109587.23,1.0109,110781.73
2022-08-01,TapForge CN,Liability,Accounts Payable,94440.79,1.134,107095.86
2022-08-01,TapForge CN,Liability,Deferred Revenue,142377.69,1.2081,172006.49
2022-08-01,TapForge CN,Liability,Accrued Expenses,120991.09,1.225,148214.09
2022-08-01,TapForge CN,Equity,Retained Earnings,125659.5,1.0774,135385.55
2022-08-01,TapForge CN,Equity,Share Capital,128358.96,0.8778,112673.5
2022-08-01,WhaleCare PH,Asset,Cash,80307.46,0.88,70670.56
2022-08-01,WhaleCare PH,Asset,Accounts Receivable,103378.34,0.8871,91706.93
2022-08-01,WhaleCare PH,Asset,Prepaid Expenses,120319.95,1.1068,133170.12
2022-08-01,WhaleCare PH,Asset,PPE,100137.28,0.9706,97193.24
2022-08-01,WhaleCare PH,Liability,Accounts Payable,73091.58,0.8135,59460.0
2022-08-01,WhaleCare PH,Liability,Deferred Revenue,127852.14,1.1894,152067.34
2022-08-01,WhaleCare PH,Liability,Accrued Expenses,94763.58,0.8607,81563.01
2022-08-01,WhaleCare PH,Equity,Retained Earnings,109066.09,0.9552,104179.93
2022-08-01,WhaleCare PH,Equity,Share Capital,117468.22,0.9123,107166.26
2022-08-01,SummonStorm BR,Asset,Cash,145380.12,0.9742,141629.31
2022-08-01,SummonStorm BR,Asset,Accounts Receivable,106125.85,0.8508,90291.87
2022-08-01,SummonStorm BR,Asset,Prepaid Expenses,39517.02,1.1068,43737.44
2022-08-01,SummonStorm BR,Asset,PPE,105466.11,1.2922,136283.31
2022-08-01,SummonStorm BR,Liability,Accounts Payable,108440.82,1.2436,134857.0
2022-08-01,SummonStorm BR,Liability,Deferred Revenue,49953.36,0.8303,41476.27
2022-08-01,SummonStorm BR,Liability,Accrued Expenses,144174.91,0.9607,138508.84
2022-08-01,SummonStorm BR,Equity,Retained Earnings,20568.78,0.9796,20149.18
2022-08-01,SummonStorm BR,Equity,Share Capital,117385.46,1.0265,120496.17
2022-09-01,Tapstorm SG,Asset,Cash,54070.98,0.8211,44397.68
2022-09-01,Tapstorm SG,Asset,Accounts Receivable,132062.37,0.861,113705.7
2022-09-01,Tapstorm SG,Asset,Prepaid Expenses,116935.01,0.9014,105405.22
2022-09-01,Tapstorm SG,Asset,PPE,144244.85,0.959,138330.81
2022-09-01,Tapstorm SG,Liability,Accounts Payable,115548.35,0.8166,94356.78
2022-09-01,Tapstorm SG,Liability,Deferred Revenue,110625.06,0.9016,99739.55
2022-09-01,Tapstorm SG,Liability,Accrued Expenses,90169.87,1.1552,104164.23
2022-09-01,Tapstorm SG,Equity,Retained Earnings,47944.05,0.8377,40162.73
2022-09-01,Tapstorm SG,Equity,Share Capital,165412.35,0.8674,143478.67
2022-09-01,TapForge CN,Asset,Cash,85478.01,1.2972,110882.07
2022-09-01,TapForge CN,Asset,Accounts Receivable,110127.31,0.8847,97429.63
2022-09-01,TapForge CN,Asset,Prepaid Expenses,75301.61,0.914,68825.67
2022-09-01,TapForge CN,Asset,PPE,67810.6,1.0534,71431.69
2022-09-01,TapForge CN,Liability,Accounts Payable,101785.94,1.0291,104747.91
2022-09-01,TapForge CN,Liability,Deferred Revenue,112484.45,0.9778,109987.3
2022-09-01,TapForge CN,Liability,Accrued Expenses,152722.62,1.1562,176577.89
2022-09-01,TapForge CN,Equity,Retained Earnings,130180.74,1.1747,152923.32
2022-09-01,TapForge CN,Equity,Share Capital,108435.09,0.9924,107610.98
2022-09-01,WhaleCare PH,Asset,Cash,98198.88,0.938,92110.55
2022-09-01,WhaleCare PH,Asset,Accounts Receivable,110340.32,1.0157,112072.66
2022-09-01,WhaleCare PH,Asset,Prepaid Expenses,92158.81,0.925,85246.9
2022-09-01,WhaleCare PH,Asset,PPE,107770.65,1.1204,120746.24
2022-09-01,WhaleCare PH,Liability,Accounts Payable,76125.98,1.1482,87407.85
2022-09-01,WhaleCare PH,Liability,Deferred Revenue,83380.52,0.9678,80695.67
2022-09-01,WhaleCare PH,Liability,Accrued Expenses,98456.84,1.0664,104994.37
2022-09-01,WhaleCare PH,Equity,Retained Earnings,109706.98,1.0078,110562.69
2022-09-01,WhaleCare PH,Equity,Share Capital,96442.56,1.0707,103261.05
2022-09-01,SummonStorm BR,Asset,Cash,105793.3,1.2555,132823.49
2022-09-01,SummonStorm BR,Asset,Accounts Receivable,72629.35,1.0184,73965.73
2022-09-01,SummonStorm BR,Asset,Prepaid Expenses,63968.69,1.0107,64653.15
2022-09-01,SummonStorm BR,Asset,PPE,98501.46,1.1365,111946.91
2022-09-01,SummonStorm BR,Liability,Accounts Payable,49401.91,1.2734,62908.39
2022-09-01,SummonStorm BR,Liability,Deferred Revenue,125799.24,1.1503,144706.87
2022-09-01,SummonStorm BR,Liability,Accrued Expenses,58758.85,1.0418,61214.97
2022-09-01,SummonStorm BR,Equity,Retained Earnings,88281.09,1.027,90664.68
2022-09-01,SummonStorm BR,Equity,Share Capital,115092.63,0.8478,97575.53
2022-10-01,Tapstorm SG,Asset,Cash,127477.53,0.9839,125425.14
2022-10-01,Tapstorm SG,Asset,Accounts Receivable,119261.64,0.9255,110376.65
2022-10-01,Tapstorm SG,Asset,Prepaid Expenses,114555.02,1.1572,132563.07
2022-10-01,Tapstorm SG,Asset,PPE,177173.26,1.2819,227118.4
2022-10-01,Tapstorm SG,Liability,Accounts Payable,68399.5,1.1717,80143.69
2022-10-01,Tapstorm SG,Liability,Deferred Revenue,109407.94,1.2339,134998.46
2022-10-01,Tapstorm SG,Liability,Accrued Expenses,118988.15,0.8288,98617.38
2022-10-01,Tapstorm SG,Equity,Retained Earnings,110698.94,0.8701,96319.15
2022-10-01,Tapstorm SG,Equity,Share Capital,86069.17,1.2627,108679.54
2022-10-01,TapForge CN,Asset,Cash,116348.87,0.9219,107262.02
2022-10-01,TapForge CN,Asset,Accounts Receivable,114250.72,1.052,120191.76
2022-10-01,TapForge CN,Asset,Prepaid Expenses,137329.98,0.9397,129048.98
2022-10-01,TapForge CN,Asset,PPE,114199.53,0.9772,111595.78
2022-10-01,TapForge CN,Liability,Accounts Payable,42997.18,1.14,49016.79
2022-10-01,TapForge CN,Liability,Deferred Revenue,123675.76,1.2131,150031.06
2022-10-01,TapForge CN,Liability,Accrued Expenses,87957.97,1.1286,99269.36
2022-10-01,TapForge CN,Equity,Retained Earnings,94292.07,0.9756,91991.34
2022-10-01,TapForge CN,Equity,Share Capital,65699.66,1.2356,81178.5
2022-10-01,WhaleCare PH,Asset,Cash,104091.56,1.0445,108723.63
2022-10-01,WhaleCare PH,Asset,Accounts Receivable,159221.17,1.1531,183597.93
2022-10-01,WhaleCare PH,Asset,Prepaid Expenses,132009.12,0.88,116168.03
2022-10-01,WhaleCare PH,Asset,PPE,64455.85,0.8792,56669.58
2022-10-01,WhaleCare PH,Liability,Accounts Payable,94009.77,1.2958,121817.86
2022-10-01,WhaleCare PH,Liability,Deferred Revenue,130260.44,0.8137,105992.92
2022-10-01,WhaleCare PH,Liability,Accrued Expenses,94622.51,1.0489,99249.55
2022-10-01,WhaleCare PH,Equity,Retained Earnings,38585.11,1.0314,39796.68
2022-10-01,WhaleCare PH,Equity,Share Capital,83617.47,1.0819,90465.74
2022-10-01,SummonStorm BR,Asset,Cash,141414.53,0.8954,126622.57
2022-10-01,SummonStorm BR,Asset,Accounts Receivable,145212.95,0.9148,132840.81
2022-10-01,SummonStorm BR,Asset,Prepaid Expenses,94700.29,1.2842,121614.11
2022-10-01,SummonStorm BR,Asset,PPE,91766.47,1.1079,101668.07
2022-10-01,SummonStorm BR,Liability,Accounts Payable,31168.19,1.0108,31504.81
2022-10-01,SummonStorm BR,Liability,Deferred Revenue,97118.74,0.8208,79715.06
2022-10-01,SummonStorm BR,Liability,Accrued Expenses,82871.55,0.9071,75172.78
2022-10-01,SummonStorm BR,Equity,Retained Earnings,43192.68,0.8335,36001.1
2022-10-01,SummonStorm BR,Equity,Share Capital,71399.31,1.1464,81852.17
2022-11-01,Tapstorm SG,Asset,Cash,60681.65,1.1796,71580.07
2022-11-01,Tapstorm SG,Asset,Accounts Receivable,101739.6,0.9576,97425.84
2022-11-01,Tapstorm SG,Asset,Prepaid Expenses,146525.85,1.0888,159537.35
2022-11-01,Tapstorm SG,Asset,PPE,95423.8,0.857,81778.2
2022-11-01,Tapstorm SG,Liability,Accounts Payable,107842.46,0.9499,102439.55
2022-11-01,Tapstorm SG,Liability,Deferred Revenue,173878.25,0.9562,166262.38
2022-11-01,Tapstorm SG,Liability,Accrued Expenses,42852.63,0.8774,37598.9
2022-11-01,Tapstorm SG,Equity,Retained Earnings,105753.23,0.803,84919.84
2022-11-01,Tapstorm SG,Equity,Share Capital,134330.94,1.2085,162338.94
2022-11-01,TapForge CN,Asset,Cash,109381.29,1.0954,119816.27
2022-11-01,TapForge CN,Asset,Accounts Receivable,51201.29,0.8926,45702.27
2022-11-01,TapForge CN,Asset,Prepaid Expenses,157860.36,1.0001,157876.15
2022-11-01,TapForge CN,Asset,PPE,125170.17,0.9104,113954.92
2022-11-01,TapForge CN,Liability,Accounts Payable,108058.53,1.0963,118464.57
2022-11-01,TapForge CN,Liability,Deferred Revenue,58544.53,0.9234,54060.02
2022-11-01,TapForge CN,Liability,Accrued Expenses,168735.07,0.9739,164331.08
2022-11-01,TapForge CN,Equity,Retained Earnings,117602.71,0.9657,113568.94
2022-11-01,TapForge CN,Equity,Share Capital,113376.47,0.8318,94306.55
2022-11-01,WhaleCare PH,Asset,Cash,117567.4,1.286,151191.68
2022-11-01,WhaleCare PH,Asset,Accounts Receivable,128741.63,1.2014,154670.19
2022-11-01,WhaleCare PH,Asset,Prepaid Expenses,103424.6,0.8308,85925.16
2022-11-01,WhaleCare PH,Asset,PPE,96460.86,0.8414,81162.17
2022-11-01,WhaleCare PH,Liability,Accounts Payable,32733.87,0.9831,32180.67
2022-11-01,WhaleCare PH,Liability,Deferred Revenue,76447.58,1.1844,90544.51
2022-11-01,WhaleCare PH,Liability,Accrued Expenses,159418.12,0.8838,140893.73
2022-11-01,WhaleCare PH,Equity,Retained Earnings,75085.18,0.9446,70925.46
2022-11-01,WhaleCare PH,Equity,Share Capital,91092.13,1.0196,92877.54
2022-11-01,SummonStorm BR,Asset,Cash,65414.19,1.1245,73558.26
2022-11-01,SummonStorm BR,Asset,Accounts Receivable,115290.47,0.9096,104868.21
2022-11-01,SummonStorm BR,Asset,Prepaid Expenses,92319.91,0.9523,87916.25
2022-11-01,SummonStorm BR,Asset,PPE,91259.21,1.1995,109465.42
2022-11-01,SummonStorm BR,Liability,Accounts Payable,75979.6,1.0887,82718.99
2022-11-01,SummonStorm BR,Liability,Deferred Revenue,112518.99,0.8292,93300.75
2022-11-01,SummonStorm BR,Liability,Accrued Expenses,144155.54,0.8588,123800.78
2022-11-01,SummonStorm BR,Equity,Retained Earnings,49225.8,1.0618,52267.95
2022-11-01,SummonStorm BR,Equity,Share Capital,90895.11,1.2161,110537.54
2022-12-01,Tapstorm SG,Asset,Cash,95134.28,1.1647,110802.9
2022-12-01,Tapstorm SG,Asset,Accounts Receivable,77089.4,1.2879,99283.44
2022-12-01,Tapstorm SG,Asset,Prepaid Expenses,134700.83,0.8587,115667.6
2022-12-01,Tapstorm SG,Asset,PPE,135077.79,0.9528,128702.12
2022-12-01,Tapstorm SG,Liability,Accounts Payable,106886.56,1.1418,122043.07
2022-12-01,Tapstorm SG,Liability,Deferred Revenue,79638.42,1.2906,102781.34
2022-12-01,Tapstorm SG,Liability,Accrued Expenses,134434.23,1.1497,154559.03
2022-12-01,Tapstorm SG,Equity,Retained Earnings,91150.07,0.8936,81451.7
2022-12-01,Tapstorm SG,Equity,Share Capital,129356.16,1.0035,129808.91
2022-12-01,TapForge CN,Asset,Cash,173289.02,1.2551,217495.05
2022-12-01,TapForge CN,Asset,Accounts Receivable,100015.52,1.0549,105506.37
2022-12-01,TapForge CN,Asset,Prepaid Expenses,104743.35,1.0077,105549.87
2022-12-01,TapForge CN,Asset,PPE,79056.1,1.08,85380.59
2022-12-01,TapForge CN,Liability,Accounts Payable,130565.94,1.0766,140567.29
2022-12-01,TapForge CN,Liability,Deferred Revenue,106335.65,0.8994,95638.28
2022-12-01,TapForge CN,Liability,Accrued Expenses,62273.34,0.8185,50970.73
2022-12-01,TapForge CN,Equity,Retained Earnings,78585.99,1.274,100118.55
2022-12-01,TapForge CN,Equity,Share Capital,158752.82,1.0245,162642.26
2022-12-01,WhaleCare PH,Asset,Cash,92634.25,0.8363,77470.02
2022-12-01,WhaleCare PH,Asset,Accounts Receivable,67119.02,1.2554,84261.22
2022-12-01,WhaleCare PH,Asset,Prepaid Expenses,105625.15,0.9286,98083.51
2022-12-01,WhaleCare PH,Asset,PPE,84066.12,1.291,108529.36
2022-12-01,WhaleCare PH,Liability,Accounts Payable,94443.84,0.9251,87370.0
2022-12-01,WhaleCare PH,Liability,Deferred Revenue,116238.15,1.222,142043.02
2022-12-01,WhaleCare PH,Liability,Accrued Expenses,110148.15,1.1418,125767.16
2022-12-01,WhaleCare PH,Equity,Retained Earnings,101029.19,0.9069,91623.37
2022-12-01,WhaleCare PH,Equity,Share Capital,81610.91,0.9449,77114.15
2022-12-01,SummonStorm BR,Asset,Cash,46576.99,0.8665,40358.96
2022-12-01,SummonStorm BR,Asset,Accounts Receivable,157621.87,1.0513,165707.87
2022-12-01,SummonStorm BR,Asset,Prepaid Expenses,155821.69,0.8841,137761.96
2022-12-01,SummonStorm BR,Asset,PPE,100725.44,0.8203,82625.08
2022-12-01,SummonStorm BR,Liability,Accounts Payable,125040.11,0.9988,124890.06
2022-12-01,SummonStorm BR,Liability,Deferred Revenue,99028.93,1.0412,103108.92
2022-12-01,SummonStorm BR,Liability,Accrued Expenses,76830.67,0.9435,72489.74
2022-12-01,SummonStorm BR,Equity,Retained Earnings,102211.61,0.9679,98930.62
2022-12-01,SummonStorm BR,Equity,Share Capital,104226.34,1.1306,117838.3
2023-01-01,Tapstorm SG,Asset,Cash,144682.92,1.1634,168324.11
2023-01-01,Tapstorm SG,Asset,Accounts Receivable,102851.04,1.2377,127298.73
2023-01-01,Tapstorm SG,Asset,Prepaid Expenses,151139.15,1.0452,157970.64
2023-01-01,Tapstorm SG,Asset,PPE,95176.56,1.2419,118199.77
2023-01-01,Tapstorm SG,Liability,Accounts Payable,82991.82,1.225,101664.98
2023-01-01,Tapstorm SG,Liability,Deferred Revenue,144683.03,1.1442,165546.32
2023-01-01,Tapstorm SG,Liability,Accrued Expenses,141841.42,1.1138,157982.97
2023-01-01,Tapstorm SG,Equity,Retained Earnings,102308.28,1.0914,111659.26
2023-01-01,Tapstorm SG,Equity,Share Capital,110269.65,1.2225,134804.65
2023-01-01,TapForge CN,Asset,Cash,108558.08,1.2342,133982.38
2023-01-01,TapForge CN,Asset,Accounts Receivable,106340.46,1.1102,118059.18
2023-01-01,TapForge CN,Asset,Prepaid Expenses,88852.85,1.259,111865.74
2023-01-01,TapForge CN,Asset,PPE,171879.67,0.9369,161034.06
2023-01-01,TapForge CN,Liability,Accounts Payable,88001.54,0.9348,82263.84
2023-01-01,TapForge CN,Liability,Deferred Revenue,116681.62,0.997,116331.58
2023-01-01,TapForge CN,Liability,Accrued Expenses,105711.07,1.24,131081.73
2023-01-01,TapForge CN,Equity,Retained Earnings,24463.64,1.158,28328.9
2023-01-01,TapForge CN,Equity,Share Capital,103534.04,0.9001,93190.99
2023-01-01,WhaleCare PH,Asset,Cash,91555.08,0.851,77913.37
2023-01-01,WhaleCare PH,Asset,Accounts Receivable,83303.66,0.9049,75381.48
2023-01-01,WhaleCare PH,Asset,Prepaid Expenses,68834.22,0.9841,67739.76
2023-01-01,WhaleCare PH,Asset,PPE,154085.13,1.1278,173777.21
2023-01-01,WhaleCare PH,Liability,Accounts Payable,66611.39,1.2596,83903.71
2023-01-01,WhaleCare PH,Liability,Deferred Revenue,94257.87,0.8262,77875.85
2023-01-01,WhaleCare PH,Liability,Accrued Expenses,84321.51,1.0994,92703.07
2023-01-01,WhaleCare PH,Equity,Retained Earnings,68275.25,0.8922,60915.18
2023-01-01,WhaleCare PH,Equity,Share Capital,123025.23,1.1422,140519.42
2023-01-01,SummonStorm BR,Asset,Cash,113344.47,0.9603,108844.69
2023-01-01,SummonStorm BR,Asset,Accounts Receivable,85061.34,0.8085,68772.09
2023-01-01,SummonStorm BR,Asset,Prepaid Expenses,72389.21,1.2221,88466.85
2023-01-01,SummonStorm BR,Asset,PPE,115721.08,0.9124,105583.91
2023-01-01,SummonStorm BR,Liability,Accounts Payable,113078.15,0.8208,92814.55
2023-01-01,SummonStorm BR,Liability,Deferred Revenue,95643.45,1.1237,107474.54
2023-01-01,SummonStorm BR,Liability,Accrued Expenses,143102.96,1.017,145535.71
2023-01-01,SummonStorm BR,Equity,Retained Earnings,147117.96,1.0937,160902.91
