Date,Entity,Flow Type,Account Group,Local Currency Flow,FX Rate,EUR Flow
2022-11-01,SummonStorm BR,Investing,Purchase of Intangibles,21312.58,0.8497,18109.3
2022-11-01,SummonStorm BR,Financing,Equity Issuance,-39637.16,0.9313,-36914.09
2022-11-01,SummonStorm BR,Financing,Loan Repayment,-18636.11,1.1577,-21575.02
2022-12-01,Tapstorm SG,Operating,Net Income,-39285.32,1.1059,-43445.64
2022-12-01,Tapstorm SG,Operating,Depreciation,-19619.83,0.9776,-19180.35
2022-12-01,Tapstorm SG,Operating,Change in Working Capital,-44618.06,0.9395,-41918.67
2022-12-01,Tapstorm SG,Investing,CapEx,40730.53,1.0285,41891.35
2022-12-01,Tapstorm SG,Investing,Purchase of Intangibles,19972.44,1.0785,21540.28
2022-12-01,Tapstorm SG,Financing,Equity Issuance,-52302.14,1.1082,-57961.23
2022-12-01,Tapstorm SG,Financing,Loan Repayment,-26741.71,0.8765,-23439.11
2022-12-01,TapForge CN,Operating,Net Income,-45682.64,1.1919,-54449.14
2022-12-01,TapForge CN,Operating,Depreciation,11567.63,0.8629,9981.71
2022-12-01,TapForge CN,Operating,Change in Working Capital,33465.49,1.1511,38522.13
2022-12-01,TapForge CN,Investing,CapEx,29821.18,1.0186,30375.85
2022-12-01,TapForge CN,Investing,Purchase of Intangibles,-20359.62,0.9229,-18789.89
2022-12-01,TapForge CN,Financing,Equity Issuance,36565.55,1.2576,45984.84
2022-12-01,TapForge CN,Financing,Loan Repayment,40671.01,0.8117,33012.66
2022-12-01,WhaleCare PH,Operating,Net Income,-31470.7,1.2549,-39492.58
2022-12-01,WhaleCare PH,Operating,Depreciation,29751.56,0.948,28204.48
2022-12-01,WhaleCare PH,Operating,Change in Working Capital,28219.27,1.2164,34325.92
2022-12-01,WhaleCare PH,Investing,CapEx,-31322.93,1.207,-37806.78
2022-12-01,WhaleCare PH,Investing,Purchase of Intangibles,34634.15,0.8459,29297.03
2022-12-01,WhaleCare PH,Financing,Equity Issuance,34030.89,1.1255,38301.77
2022-12-01,WhaleCare PH,Financing,Loan Repayment,-32309.9,1.069,-34539.28
2022-12-01,SummonStorm BR,Operating,Net Income,19703.52,1.1626,22907.31
2022-12-01,SummonStorm BR,Operating,Depreciation,37146.94,1.1018,40928.5
2022-12-01,SummonStorm BR,Operating,Change in Working Capital,-31938.05,1.1146,-35598.15
2022-12-01,SummonStorm BR,Investing,CapEx,29680.32,1.2308,36530.54
2022-12-01,SummonStorm BR,Investing,Purchase of Intangibles,-22378.68,0.955,-21371.64
2022-12-01,SummonStorm BR,Financing,Equity Issuance,36886.92,1.0925,40298.96
2022-12-01,SummonStorm BR,Financing,Loan Repayment,539.31,1.1071,597.07
2023-01-01,Tapstorm SG,Operating,Net Income,24344.27,0.9579,23319.38
2023-01-01,Tapstorm SG,Operating,Depreciation,20350.77,1.0397,21158.7
2023-01-01,Tapstorm SG,Operating,Change in Working Capital,19303.64,0.8449,16309.65
2023-01-01,Tapstorm SG,Investing,CapEx,-21865.73,1.067,-23330.73
2023-01-01,Tapstorm SG,Investing,Purchase of Intangibles,12622.09,1.027,12962.89
2023-01-01,Tapstorm SG,Financing,Equity Issuance,-20865.06,0.9025,-18830.72
2023-01-01,Tapstorm SG,Financing,Loan Repayment,-10889.1,0.8856,-9643.39
2023-01-01,TapForge CN,Operating,Net Income,-29973.69,0.8603,-25786.37
2023-01-01,TapForge CN,Operating,Depreciation,-36304.41,0.872,-31657.45
2023-01-01,TapForge CN,Operating,Change in Working Capital,-37616.43,1.1425,-42976.77
2023-01-01,TapForge CN,Investing,CapEx,31584.06,0.8047,25415.69
2023-01-01,TapForge CN,Investing,Purchase of Intangibles,18268.9,1.1228,20512.32
2023-01-01,TapForge CN,Financing,Equity Issuance,11734.19,1.1233,13181.02
2023-01-01,TapForge CN,Financing,Loan Repayment,17187.89,0.8635,14841.74
2023-01-01,WhaleCare PH,Operating,Net Income,-21197.26,0.8356,-17712.43
2023-01-01,WhaleCare PH,Operating,Depreciation,17434.56,1.2039,20989.47
2023-01-01,WhaleCare PH,Operating,Change in Working Capital,-54145.41,1.1055,-59857.75
2023-01-01,WhaleCare PH,Investing,CapEx,33458.78,0.9643,32264.3
2023-01-01,WhaleCare PH,Investing,Purchase of Intangibles,31950.44,1.292,41279.97
2023-01-01,WhaleCare PH,Financing,Equity Issuance,28729.34,0.8837,25388.12
2023-01-01,WhaleCare PH,Financing,Loan Repayment,18966.66,1.0743,20375.88
2023-01-01,SummonStorm BR,Operating,Net Income,26652.11,1.2111,32278.37
2023-01-01,SummonStorm BR,Operating,Depreciation,33361.42,1.0618,35423.16
2023-01-01,SummonStorm BR,Operating,Change in Working Capital,-36573.56,1.1656,-42630.14
2023-01-01,SummonStorm BR,Investing,CapEx,28566.89,0.9406,26870.02
2023-01-01,SummonStorm BR,Investing,Purchase of Intangibles,-34153.11,1.0899,-37223.47
2023-01-01,SummonStorm BR,Financing,Equity Issuance,19242.72,0.9755,18771.27
2023-01-01,SummonStorm BR,Financing,Loan Repayment,6150.63,1.0128,6229.36
2023-02-01,Tapstorm SG,Operating,Net Income,40781.12,1.0197,41584.51
2023-02-01,Tapstorm SG,Operating,Depreciation,-17861.8,1.1518,-20573.22
2023-02-01,Tapstorm SG,Operating,Change in Working Capital,-17811.51,0.9682,-17245.1
2023-02-01,Tapstorm SG,Investing,CapEx,-14464.09,0.8448,-12219.26
2023-02-01,Tapstorm SG,Investing,Purchase of Intangibles,-28703.72,1.1862,-34048.35
2023-02-01,Tapstorm SG,Financing,Equity Issuance,18540.17,0.8629,15998.31
2023-02-01,Tapstorm SG,Financing,Loan Repayment,42857.1,0.8571,36732.82
2023-02-01,TapForge CN,Operating,Net Income,42537.82,1.2678,53929.45
2023-02-01,TapForge CN,Operating,Depreciation,29654.16,0.8346,24749.36
2023-02-01,TapForge CN,Operating,Change in Working Capital,16613.08,1.2809,21279.69
2023-02-01,TapForge CN,Investing,CapEx,-47312.36,1.2398,-58657.86
2023-02-01,TapForge CN,Investing,Purchase of Intangibles,38851.55,0.9775,37977.39
2023-02-01,TapForge CN,Financing,Equity Issuance,17010.59,1.1559,19662.54
2023-02-01,TapForge CN,Financing,Loan Repayment,-30083.03,0.854,-25690.91
2023-02-01,WhaleCare PH,Operating,Net Income,28451.52,1.0068,28644.99
2023-02-01,WhaleCare PH,Operating,Depreciation,-32070.93,0.8407,-26962.03
2023-02-01,WhaleCare PH,Operating,Change in Working Capital,-26775.67,0.9986,-26738.18
2023-02-01,WhaleCare PH,Investing,CapEx,-25277.41,0.8346,-21096.53
2023-02-01,WhaleCare PH,Investing,Purchase of Intangibles,60264.28,1.0219,61584.07
2023-02-01,WhaleCare PH,Financing,Equity Issuance,32170.48,1.0261,33010.13
2023-02-01,WhaleCare PH,Financing,Loan Repayment,-17213.7,1.2872,-22157.47
2023-02-01,SummonStorm BR,Operating,Net Income,-20351.15,1.1378,-23155.54
2023-02-01,SummonStorm BR,Operating,Depreciation,47753.81,1.2415,59286.36
2023-02-01,SummonStorm BR,Operating,Change in Working Capital,21619.13,0.9881,21361.86
2023-02-01,SummonStorm BR,Investing,CapEx,14522.13,0.8401,12200.04
2023-02-01,SummonStorm BR,Investing,Purchase of Intangibles,26463.82,1.0619,28101.93
2023-02-01,SummonStorm BR,Financing,Equity Issuance,-23616.58,1.2262,-28958.65
2023-02-01,SummonStorm BR,Financing,Loan Repayment,-42680.08,1.0309,-43998.89
2023-03-01,Tapstorm SG,Operating,Net Income,44973.6,1.2764,57404.3
2023-03-01,Tapstorm SG,Operating,Depreciation,-22387.3,1.2796,-28646.79
2023-03-01,Tapstorm SG,Operating,Change in Working Capital,35901.34,1.2429,44621.78
2023-03-01,Tapstorm SG,Investing,CapEx,24413.95,1.0817,26408.57
2023-03-01,Tapstorm SG,Investing,Purchase of Intangibles,-16336.82,0.9336,-15252.06
2023-03-01,Tapstorm SG,Financing,Equity Issuance,-47548.86,1.28,-60862.54
2023-03-01,Tapstorm SG,Financing,Loan Repayment,49490.54,1.2178,60269.58
2023-03-01,TapForge CN,Operating,Net Income,-30317.23,1.2867,-39009.18
2023-03-01,TapForge CN,Operating,Depreciation,18602.43,1.1647,21666.25
2023-03-01,TapForge CN,Operating,Change in Working Capital,14391.01,1.1101,15975.46
2023-03-01,TapForge CN,Investing,CapEx,-34109.61,1.0396,-35460.35
2023-03-01,TapForge CN,Investing,Purchase of Intangibles,42178.27,0.8329,35130.28
2023-03-01,TapForge CN,Financing,Equity Issuance,-28031.16,1.0277,-28807.62
2023-03-01,TapForge CN,Financing,Loan Repayment,39505.61,0.971,38359.95
2023-03-01,WhaleCare PH,Operating,Net Income,-23824.43,0.9208,-21937.54
2023-03-01,WhaleCare PH,Operating,Depreciation,-19706.14,1.1994,-23635.54
2023-03-01,WhaleCare PH,Operating,Change in Working Capital,29534.83,1.2772,37721.88
2023-03-01,WhaleCare PH,Investing,CapEx,-2364.41,1.0753,-2542.45
2023-03-01,WhaleCare PH,Investing,Purchase of Intangibles,20683.12,1.0565,21851.72
2023-03-01,WhaleCare PH,Financing,Equity Issuance,-36369.18,1.1642,-42341.0
2023-03-01,WhaleCare PH,Financing,Loan Repayment,2584.59,0.9885,2554.87
2023-03-01,SummonStorm BR,Operating,Net Income,11152.92,1.2116,13512.88
2023-03-01,SummonStorm BR,Operating,Depreciation,-24974.52,1.214,-30319.07
2023-03-01,SummonStorm BR,Operating,Change in Working Capital,12274.37,1.0319,12665.92
2023-03-01,SummonStorm BR,Investing,CapEx,20889.31,0.9785,20440.19
2023-03-01,SummonStorm BR,Investing,Purchase of Intangibles,-2183.5,0.8577,-1872.79
2023-03-01,SummonStorm BR,Financing,Equity Issuance,-34295.65,1.1503,-39450.29
2023-03-01,SummonStorm BR,Financing,Loan Repayment,39737.98,0.8715,34631.65
2023-04-01,Tapstorm SG,Operating,Net Income,8392.22,0.8017,6728.04
2023-04-01,Tapstorm SG,Operating,Depreciation,29176.32,0.9792,28569.45
2023-04-01,Tapstorm SG,Operating,Change in Working Capital,24211.74,0.8114,19645.41
2023-04-01,Tapstorm SG,Investing,CapEx,32159.01,0.8352,26859.21
2023-04-01,Tapstorm SG,Investing,Purchase of Intangibles,44305.31,0.8462,37491.15
2023-04-01,Tapstorm SG,Financing,Equity Issuance,12897.41,1.0783,13907.28
2023-04-01,Tapstorm SG,Financing,Loan Repayment,-41724.89,0.8013,-33434.15
2023-04-01,TapForge CN,Operating,Net Income,46901.88,1.2602,59105.75
2023-04-01,TapForge CN,Operating,Depreciation,5808.13,0.8674,5037.97
2023-04-01,TapForge CN,Operating,Change in Working Capital,38489.89,0.8767,33744.09
2023-04-01,TapForge CN,Investing,CapEx,16309.94,1.1335,18487.32
2023-04-01,TapForge CN,Investing,Purchase of Intangibles,-34290.5,0.9636,-33042.33
2023-04-01,TapForge CN,Financing,Equity Issuance,-17208.6,0.9695,-16683.74
2023-04-01,TapForge CN,Financing,Loan Repayment,-19993.93,1.0596,-21185.57
2023-04-01,WhaleCare PH,Operating,Net Income,-18838.4,0.9671,-18218.62
2023-04-01,WhaleCare PH,Operating,Depreciation,15074.42,1.2131,18286.78
2023-04-01,WhaleCare PH,Operating,Change in Working Capital,35605.93,1.1768,41901.06
2023-04-01,WhaleCare PH,Investing,CapEx,-32422.58,1.2863,-41705.16
2023-04-01,WhaleCare PH,Investing,Purchase of Intangibles,-32723.92,1.0775,-35260.02
2023-04-01,WhaleCare PH,Financing,Equity Issuance,-22201.17,0.979,-21734.95
2023-04-01,WhaleCare PH,Financing,Loan Repayment,-23408.89,0.9688,-22678.53
2023-04-01,SummonStorm BR,Operating,Net Income,-31112.51,1.0196,-31722.32
2023-04-01,SummonStorm BR,Operating,Depreciation,16924.13,0.9979,16888.59
2023-04-01,SummonStorm BR,Operating,Change in Working Capital,-20721.99,1.2111,-25096.4
2023-04-01,SummonStorm BR,Investing,CapEx,37693.6,0.8693,32767.05
2023-04-01,SummonStorm BR,Investing,Purchase of Intangibles,31263.09,1.068,33388.98
2023-04-01,SummonStorm BR,Financing,Equity Issuance,-40491.92,1.2404,-50226.18
2023-04-01,SummonStorm BR,Financing,Loan Repayment,3759.12,1.1305,4249.69
2023-05-01,Tapstorm SG,Operating,Net Income,-44203.84,0.8779,-38806.55
2023-05-01,Tapstorm SG,Operating,Depreciation,37691.35,1.1545,43514.66
2023-05-01,Tapstorm SG,Operating,Change in Working Capital,37914.42,0.9246,35055.67
2023-05-01,Tapstorm SG,Investing,CapEx,7221.82,1.2506,9031.61
2023-05-01,Tapstorm SG,Investing,Purchase of Intangibles,19944.65,1.0165,20273.74
2023-05-01,Tapstorm SG,Financing,Equity Issuance,-21471.21,1.0957,-23526.0
2023-05-01,Tapstorm SG,Financing,Loan Repayment,-28590.72,1.1304,-32318.95
2023-05-01,TapForge CN,Operating,Net Income,-47893.6,1.0844,-51935.82
2023-05-01,TapForge CN,Operating,Depreciation,29040.64,0.8383,24344.77
2023-05-01,TapForge CN,Operating,Change in Working Capital,40650.96,1.2735,51769.0
2023-05-01,TapForge CN,Investing,CapEx,-43296.82,1.2809,-55458.9
2023-05-01,TapForge CN,Investing,Purchase of Intangibles,-34854.95,1.1108,-38716.88
2023-05-01,TapForge CN,Financing,Equity Issuance,29263.19,0.8579,25104.89
2023-05-01,TapForge CN,Financing,Loan Repayment,-41436.29,1.1027,-45691.8
2023-05-01,WhaleCare PH,Operating,Net Income,7638.83,1.2949,9891.52
2023-05-01,WhaleCare PH,Operating,Depreciation,-34147.99,0.874,-29845.34
2023-05-01,WhaleCare PH,Operating,Change in Working Capital,44948.18,0.879,39509.45
2023-05-01,WhaleCare PH,Investing,CapEx,-28297.64,1.0281,-29092.8
2023-05-01,WhaleCare PH,Investing,Purchase of Intangibles,-33586.19,1.272,-42721.63
2023-05-01,WhaleCare PH,Financing,Equity Issuance,-38791.5,1.1664,-45246.41
2023-05-01,WhaleCare PH,Financing,Loan Repayment,-21984.16,1.1214,-24653.04
2023-05-01,SummonStorm BR,Operating,Net Income,-62623.69,0.839,-52541.28
2023-05-01,SummonStorm BR,Operating,Depreciation,11987.81,1.073,12862.92
2023-05-01,SummonStorm BR,Operating,Change in Working Capital,3899.04,0.8961,3493.93
2023-05-01,SummonStorm BR,Investing,CapEx,-34796.99,1.1224,-39056.14
2023-05-01,SummonStorm BR,Investing,Purchase of Intangibles,18888.15,0.9707,18334.73
2023-05-01,SummonStorm BR,Financing,Equity Issuance,28384.47,0.9841,27933.16
2023-05-01,SummonStorm BR,Financing,Loan Repayment,29510.27,1.0318,30448.7
2023-06-01,Tapstorm SG,Operating,Net Income,-31535.81,0.9265,-29217.93
2023-06-01,Tapstorm SG,Operating,Depreciation,10383.12,1.1099,11524.22
2023-06-01,Tapstorm SG,Operating,Change in Working Capital,17180.58,0.9333,16034.64
2023-06-01,Tapstorm SG,Investing,CapEx,-39785.52,1.0994,-43740.2
2023-06-01,Tapstorm SG,Investing,Purchase of Intangibles,19566.55,0.9653,18887.59
2023-06-01,Tapstorm SG,Financing,Equity Issuance,-24588.85,0.9308,-22887.3
2023-06-01,Tapstorm SG,Financing,Loan Repayment,-18995.65,1.0037,-19065.93
2023-06-01,TapForge CN,Operating,Net Income,31624.5,0.9747,30824.4
2023-06-01,TapForge CN,Operating,Depreciation,-20655.71,1.0342,-21362.14
2023-06-01,TapForge CN,Operating,Change in Working Capital,-45168.73,0.8902,-40209.2
2023-06-01,TapForge CN,Investing,CapEx,-16219.2,0.8236,-13358.13
2023-06-01,TapForge CN,Investing,Purchase of Intangibles,-8386.74,1.1834,-9924.87
2023-06-01,TapForge CN,Financing,Equity Issuance,-11137.03,0.9559,-10645.89
2023-06-01,TapForge CN,Financing,Loan Repayment,39326.13,1.2886,50675.65
2023-06-01,WhaleCare PH,Operating,Net Income,10999.31,1.2325,13556.65
2023-06-01,WhaleCare PH,Operating,Depreciation,-9191.59,1.2516,-11504.19
2023-06-01,WhaleCare PH,Operating,Change in Working Capital,-34698.14,1.2299,-42675.24
2023-06-01,WhaleCare PH,Investing,CapEx,47132.25,1.0165,47909.93
2023-06-01,WhaleCare PH,Investing,Purchase of Intangibles,-51256.2,0.9256,-47442.74
2023-06-01,WhaleCare PH,Financing,Equity Issuance,24011.78,0.8455,20301.96
2023-06-01,WhaleCare PH,Financing,Loan Repayment,11409.21,0.8525,9726.35
2023-06-01,SummonStorm BR,Operating,Net Income,23261.66,1.0835,25204.01
2023-06-01,SummonStorm BR,Operating,Depreciation,-40234.68,1.0873,-43747.17
2023-06-01,SummonStorm BR,Operating,Change in Working Capital,12939.54,1.2919,16716.59
2023-06-01,SummonStorm BR,Investing,CapEx,18783.78,0.8134,15278.73
2023-06-01,SummonStorm BR,Investing,Purchase of Intangibles,29373.33,0.912,26788.48
2023-06-01,SummonStorm BR,Financing,Equity Issuance,39957.84,1.1835,47290.1
2023-06-01,SummonStorm BR,Financing,Loan Repayment,13987.52,0.8269,11566.28
2023-07-01,Tapstorm SG,Operating,Net Income,38591.81,0.978,37742.79
2023-07-01,Tapstorm SG,Operating,Depreciation,34212.01,1.1631,39791.99
2023-07-01,Tapstorm SG,Operating,Change in Working Capital,22616.16,0.8041,18185.65
2023-07-01,Tapstorm SG,Investing,CapEx,-34985.92,1.2202,-42689.82
2023-07-01,Tapstorm SG,Investing,Purchase of Intangibles,-37812.47,1.136,-42954.97
2023-07-01,Tapstorm SG,Financing,Equity Issuance,45585.45,1.175,53562.9
2023-07-01,Tapstorm SG,Financing,Loan Repayment,-43881.86,1.0586,-46453.34
2023-07-01,TapForge CN,Operating,Net Income,12053.47,0.9383,11309.77
2023-07-01,TapForge CN,Operating,Depreciation,-31468.1,1.2749,-40118.68
2023-07-01,TapForge CN,Operating,Change in Working Capital,-25218.84,0.9855,-24853.17
2023-07-01,TapForge CN,Investing,CapEx,30144.6,0.8891,26801.56
2023-07-01,TapForge CN,Investing,Purchase of Intangibles,-26285.49,1.2059,-31697.67
2023-07-01,TapForge CN,Financing,Equity Issuance,27670.9,0.8461,23412.35
2023-07-01,TapForge CN,Financing,Loan Repayment,-25573.41,0.8787,-22471.36
2023-07-01,WhaleCare PH,Operating,Net Income,18237.07,0.8313,15160.48
2023-07-01,WhaleCare PH,Operating,Depreciation,-28645.01,1.2727,-36456.5
2023-07-01,WhaleCare PH,Operating,Change in Working Capital,36788.62,0.9164,33713.09
2023-07-01,WhaleCare PH,Investing,CapEx,23478.88,1.1295,26519.39
2023-07-01,WhaleCare PH,Investing,Purchase of Intangibles,-19518.84,0.8646,-16875.99
2023-07-01,WhaleCare PH,Financing,Equity Issuance,-28283.51,0.8062,-22802.17
2023-07-01,WhaleCare PH,Financing,Loan Repayment,-30236.44,0.8959,-27088.83
2023-07-01,SummonStorm BR,Operating,Net Income,17460.97,1.1162,19489.93
2023-07-01,SummonStorm BR,Operating,Depreciation,20891.23,1.1705,24453.18
2023-07-01,SummonStorm BR,Operating,Change in Working Capital,-12203.41,1.1776,-14370.74
2023-07-01,SummonStorm BR,Investing,CapEx,-29733.37,1.056,-31398.44
2023-07-01,SummonStorm BR,Investing,Purchase of Intangibles,-21797.19,0.8412,-18335.8
2023-07-01,SummonStorm BR,Financing,Equity Issuance,-42253.37,0.9911,-41877.32
2023-07-01,SummonStorm BR,Financing,Loan Repayment,32037.67,1.0203,32688.03
2023-08-01,Tapstorm SG,Operating,Net Income,34050.39,1.2194,41521.05
2023-08-01,Tapstorm SG,Operating,Depreciation,-27679.18,0.8758,-24241.43
2023-08-01,Tapstorm SG,Operating,Change in Working Capital,36363.6,0.8208,29847.24
2023-08-01,Tapstorm SG,Investing,CapEx,-6303.64,0.9505,-5991.61
2023-08-01,Tapstorm SG,Investing,Purchase of Intangibles,25559.62,1.2377,31635.14
2023-08-01,Tapstorm SG,Financing,Equity Issuance,22040.73,0.8375,18459.11
2023-08-01,Tapstorm SG,Financing,Loan Repayment,39530.9,1.1407,45092.9
2023-08-01,TapForge CN,Operating,Net Income,10470.34,1.2108,12677.49
2023-08-01,TapForge CN,Operating,Depreciation,28492.74,0.8707,24808.63
2023-08-01,TapForge CN,Operating,Change in Working Capital,41265.8,0.9394,38765.09
2023-08-01,TapForge CN,Investing,CapEx,24690.9,1.1845,29246.37
2023-08-01,TapForge CN,Investing,Purchase of Intangibles,-24625.84,1.0201,-25120.82
2023-08-01,TapForge CN,Financing,Equity Issuance,-29197.61,1.0065,-29387.39
2023-08-01,TapForge CN,Financing,Loan Repayment,23290.68,1.1917,27755.5
2023-08-01,WhaleCare PH,Operating,Net Income,30721.04,0.9676,29725.68
2023-08-01,WhaleCare PH,Operating,Depreciation,-39175.11,1.0827,-42414.89
2023-08-01,WhaleCare PH,Operating,Change in Working Capital,-29742.73,1.2488,-37142.72
2023-08-01,WhaleCare PH,Investing,CapEx,25597.9,0.9336,23898.2
2023-08-01,WhaleCare PH,Investing,Purchase of Intangibles,-35377.9,1.0114,-35781.21
2023-08-01,WhaleCare PH,Financing,Equity Issuance,-44193.97,1.0293,-45488.85
2023-08-01,WhaleCare PH,Financing,Loan Repayment,-18100.75,0.9698,-17554.11
2023-08-01,SummonStorm BR,Operating,Net Income,-48666.6,1.221,-59421.92
2023-08-01,SummonStorm BR,Operating,Depreciation,18928.78,1.0393,19672.68
2023-08-01,SummonStorm BR,Operating,Change in Working Capital,30366.45,1.1864,36026.76
2023-08-01,SummonStorm BR,Investing,CapEx,29785.83,1.0687,31832.12
2023-08-01,SummonStorm BR,Investing,Purchase of Intangibles,30486.18,0.9201,28050.33
2023-08-01,SummonStorm BR,Financing,Equity Issuance,-6137.51,1.0803,-6630.35
2023-08-01,SummonStorm BR,Financing,Loan Repayment,10951.59,0.9404,10298.88
2023-09-01,Tapstorm SG,Operating,Net Income,21065.37,1.1366,23942.9
2023-09-01,Tapstorm SG,Operating,Depreciation,17921.85,0.9278,16627.89
2023-09-01,Tapstorm SG,Operating,Change in Working Capital,31986.08,1.13,36144.27
2023-09-01,Tapstorm SG,Investing,CapEx,-40121.06,0.889,-35667.62
2023-09-01,Tapstorm SG,Investing,Purchase of Intangibles,1126.61,1.2332,1389.34
2023-09-01,Tapstorm SG,Financing,Equity Issuance,11870.15,0.9904,11756.2
2023-09-01,Tapstorm SG,Financing,Loan Repayment,19274.3,1.1924,22982.68
2023-09-01,TapForge CN,Operating,Net Income,12149.14,1.2228,14855.97
2023-09-01,TapForge CN,Operating,Depreciation,21607.85,0.9075,19609.12
2023-09-01,TapForge CN,Operating,Change in Working Capital,-15301.14,0.9966,-15249.12
2023-09-01,TapForge CN,Investing,CapEx,-31470.6,0.8506,-26768.89
2023-09-01,TapForge CN,Investing,Purchase of Intangibles,58172.75,0.9651,56142.52
2023-09-01,TapForge CN,Financing,Equity Issuance,-15320.69,0.9568,-14658.84
2023-09-01,TapForge CN,Financing,Loan Repayment,40641.62,0.9705,39442.69
2023-09-01,WhaleCare PH,Operating,Net Income,57212.87,1.2132,69410.65
2023-09-01,WhaleCare PH,Operating,Depreciation,17524.54,0.9219,16155.87
2023-09-01,WhaleCare PH,Operating,Change in Working Capital,-51480.09,0.8313,-42795.4
2023-09-01,WhaleCare PH,Investing,CapEx,15038.85,1.1624,17481.16
2023-09-01,WhaleCare PH,Investing,Purchase of Intangibles,-40394.88,0.9441,-38136.81
2023-09-01,WhaleCare PH,Financing,Equity Issuance,15905.75,0.9499,15108.87
2023-09-01,WhaleCare PH,Financing,Loan Repayment,-3205.69,1.0297,-3300.9
2023-09-01,SummonStorm BR,Operating,Net Income,-37961.55,0.9795,-37183.34
2023-09-01,SummonStorm BR,Operating,Depreciation,-31727.8,1.1324,-35928.56
2023-09-01,SummonStorm BR,Operating,Change in Working Capital,-24492.69,0.9403,-23030.48
2023-09-01,SummonStorm BR,Investing,CapEx,5600.35,1.1841,6631.37
2023-09-01,SummonStorm BR,Investing,Purchase of Intangibles,-41227.53,0.9929,-40934.81
2023-09-01,SummonStorm BR,Financing,Equity Issuance,-38458.61,0.8257,-31755.27
2023-09-01,SummonStorm BR,Financing,Loan Repayment,-3496.86,1.2517,-4377.02
2023-10-01,Tapstorm SG,Operating,Net Income,28077.49,1.1007,30904.89
2023-10-01,Tapstorm SG,Operating,Depreciation,31957.56,1.2387,39585.83
2023-10-01,Tapstorm SG,Operating,Change in Working Capital,-11694.31,1.084,-12676.63
2023-10-01,Tapstorm SG,Investing,CapEx,-37394.62,1.244,-46518.91
2023-10-01,Tapstorm SG,Investing,Purchase of Intangibles,55332.23,0.8932,49422.75
2023-10-01,Tapstorm SG,Financing,Equity Issuance,-38252.19,1.1304,-43240.28
2023-10-01,Tapstorm SG,Financing,Loan Repayment,-46383.01,0.8637,-40061.01
2023-10-01,TapForge CN,Operating,Net Income,-36157.16,1.0687,-38641.16
2023-10-01,TapForge CN,Operating,Depreciation,11758.55,1.2717,14953.35
2023-10-01,TapForge CN,Operating,Change in Working Capital,35391.24,0.9846,34846.21
2023-10-01,TapForge CN,Investing,CapEx,9559.19,0.9822,9389.04
2023-10-01,TapForge CN,Investing,Purchase of Intangibles,19001.25,1.2416,23591.95
2023-10-01,TapForge CN,Financing,Equity Issuance,-22125.92,0.9141,-20225.3
2023-10-01,TapForge CN,Financing,Loan Repayment,-20763.26,1.2983,-26956.94
2023-10-01,WhaleCare PH,Operating,Net Income,-15534.85,1.2152,-18877.95
2023-10-01,WhaleCare PH,Operating,Depreciation,-22002.63,1.1655,-25644.07
2023-10-01,WhaleCare PH,Operating,Change in Working Capital,23560.38,1.215,28625.86
2023-10-01,WhaleCare PH,Investing,CapEx,40481.64,1.2752,51622.19
2023-10-01,WhaleCare PH,Investing,Purchase of Intangibles,-30156.63,0.8957,-27011.29
2023-10-01,WhaleCare PH,Financing,Equity Issuance,36935.76,1.2924,47735.78
2023-10-01,WhaleCare PH,Financing,Loan Repayment,22202.95,1.0709,23777.14
2023-10-01,SummonStorm BR,Operating,Net Income,36611.67,1.1638,42608.66
2023-10-01,SummonStorm BR,Operating,Depreciation,1893.82,0.867,1641.94
2023-10-01,SummonStorm BR,Operating,Change in Working Capital,-9656.89,1.1902,-11493.63
2023-10-01,SummonStorm BR,Investing,CapEx,-37119.57,1.2169,-45170.8
2023-10-01,SummonStorm BR,Investing,Purchase of Intangibles,-17879.35,1.0495,-18764.38
2023-10-01,SummonStorm BR,Financing,Equity Issuance,26299.16,0.9227,24266.23
2023-10-01,SummonStorm BR,Financing,Loan Repayment,3045.18,1.1733,3572.91
2023-11-01,Tapstorm SG,Operating,Net Income,-20424.47,1.2963,-26476.24
2023-11-01,Tapstorm SG,Operating,Depreciation,10021.55,1.0695,10718.05
2023-11-01,Tapstorm SG,Operating,Change in Working Capital,16850.19,1.1682,19684.39
2023-11-01,Tapstorm SG,Investing,CapEx,26476.04,1.2457,32981.2
2023-11-01,Tapstorm SG,Investing,Purchase of Intangibles,26227.97,0.9001,23607.8
2023-11-01,Tapstorm SG,Financing,Equity Issuance,22098.04,1.1712,25881.22
2023-11-01,Tapstorm SG,Financing,Loan Repayment,35841.28,1.0654,38185.3
2023-11-01,TapForge CN,Operating,Net Income,19729.74,0.902,17796.23
2023-11-01,TapForge CN,Operating,Depreciation,21839.34,0.8166,17834.01
2023-11-01,TapForge CN,Operating,Change in Working Capital,10652.89,0.9766,10403.61
2023-11-01,TapForge CN,Investing,CapEx,39564.68,1.2204,48284.74
2023-11-01,TapForge CN,Investing,Purchase of Intangibles,15251.84,0.9991,15238.11
2023-11-01,TapForge CN,Financing,Equity Issuance,-8065.81,0.8782,-7083.39
2023-11-01,TapForge CN,Financing,Loan Repayment,-10426.1,0.8471,-8831.95
2023-11-01,WhaleCare PH,Operating,Net Income,27359.06,1.0869,29736.56
